question,Intent
"SeringÂ Aku kepikiran keluar dari organisasi, tapi aku takut. Takut dibilang gagal, takut kalau aku malah bikin repot orang lain kalau pergi sekarang, takut juga kalau aku benar-benar berhenti, malah makin nggak ada yang mendukung aku.",Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan; Perasaan Sebelum Menghadapi Kejadian
Ayah akuÂ dia masuk penjara bulan ini karena kasus di kantornya. Itu juga bikin aku makin kepikiran.,Perasaan Sedih dan Kehilangan
"Iya, aku jadi ngerasa harus lebih mandiri, nggak bisa terus bergantung sama keluarga. Aku harus cari cara buat bertahan sendiri.",Perasaan Sedih dan Kehilangan; Perasaan Sebelum Menghadapi Kejadian
"Ada sih beberapa teman, tapi aku nggak mau kelihatan lemah.",Perasaan Marah dan Frustasi
"Aku selalu kepikiran tentang apa yang orang lain pikirkan tentang aku. Kalau ada yang lihat aku sebentar aja, aku langsung mikirÂ Âapa mereka mikir aku aneh? Apa mereka nggak suka aku?Â Pokoknya overthinking terus.",Perasaan Takut dan Kecemasan; Perasaan Sebelum Menghadapi Kejadian
"Mungkin saat aku sedang bersama teman-teman atau di tempat umum. Aku sering merasa kalau mereka sedang menilai aku, terutama soal penampilan aku",Perasaan Takut dan Kecemasan
"IyaÂ aku tahu mungkin nggak semua orang benar-benar memperhatikan aku, tapi aku tetap nggak bisa menghilangkan pikiran itu.",Perasaan Percaya; Perasaan Takut dan Kecemasan
"Iya, soalnya temanku sering cerita tentang masalah orang lain ke aku. Jadi aku kepikiran, gimana kalau dia juga cerita tentang aku ke orang lain?",Perasaan Percaya; Perasaan Takut dan Kecemasan
"BelumÂ aku takut kalau aku ngomong, dia malah tersinggung dan jadi nggak mau temenan sama aku lagi.",Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan
IyaÂ aku takut dibilang lebay atau nggak percaya sama dia.,Perasaan Takut dan Kecemasan
"IyaÂ aku ngerasa gemuk, jadi aku pengen kurusan. Tapi kata orang-orang, aku sebenarnya nggak gemuk.",Perasaan Sedih dan Kehilangan; Reaksi Terkejut dan Tidak Terduga
"YaÂ aku pengen ngerasa lebih percaya diri. Aku udah mulai diet, dan itu lumayan membantu aku ngerasa lebih baik.",Rasa Syukur dan Apresiasi; Perasaan Sebelum Menghadapi Kejadian
"Iya, Kak. Aku juga nggak mau terlalu ekstrim sihÂ cuma kadang masih kepikiran aja.",Perasaan Takut dan Kecemasan; Perasaan Sebelum Menghadapi Kejadian
YaÂ aku sering nunda-nunda. Ujung-ujungnya aku harus begadang buat ngerjain tugas mendekati deadline.,Perasaan Sedih dan Kehilangan
"Aku sudah mencoba beberapa kaliÂ sejak SMP. Aku nggak tahu kenapa, tapi rasanya aku nggak berguna dan lebih baik nggak ada saja.",Perasaan Sedih dan Kehilangan; Perasaan Marah dan Frustasi; Perasaan Sebelum Menghadapi Kejadian
"Sepertinya karena aku merasa tidak dihargai. Dari dulu aku selalu merasa nggak cukup baik. Aku selalu dibandingkan, selalu dimarahi, dan aku merasa nggak pernah dianggapÂ.",Perasaan Sedih dan Kehilangan; Reaksi Terkejut dan Tidak Terduga
Tapi suara-suara ituÂ mereka nggak berhenti. Aku dengar suara bapak-bapak atau kadang ibu-ibu yang menyuruh aku untuk mati.,Perasaan Takut dan Kecemasan
"Iya, aku mau coba",Perasaan Percaya
"Aku masih ingat semuanyaÂ kejadian waktu aku TK, SD, bahkan SMP. Aku takut. Aku merasa kotor. Aku merasa seharusnya aku bilang ke orang lain, tapi aku takut dimarahi",Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan
"Tapi aku masih merasa takutÂ aku masih ingat gang itu, aku masih ingat wajahnya. Aku merasa kalau aku lewat tempat itu, aku seperti kembali ke masa itu.",Perasaan Takut dan Kecemasan
"Aku merasa apapun yang aku lakukan nggak pernah cukup. Aku juara kelas, tapi dibandingin sama anak orang lain. Aku mau masuk arsitektur, tapi dilarang. Aku ngerasa nggak punya kendali atas hidupku sendiri.",Perasaan Sedih dan Kehilangan; Perasaan Marah dan Frustasi
"IyaÂ Aku nggak bisa bilang apa-apa ke mereka, karena mereka pasti bilang aku Âkurang bersyukurÂ atau aku ÂmelawanÂ kalau aku ngomong.",Perasaan Takut dan Kecemasan
"Iya, aku merasa seperti nggak bisa mengikuti pelajaran dengan baik. Aku sering nggak ngerti penjelasan dosen, terus akhirnya aku jadi malas untuk mendengarkan lebih lanjut. Kadang, aku merasa dosen suka menilai aku sebagai yang paling Ânggak bisaÂ di kelas, padahal ada yang lain juga sama seperti akuÂ",Perasaan Sedih dan Kehilangan
"Banget. Aku jadi ngerasa nggak pede buat jawab atau berpartisipasi, karena takut salah atau semakin dianggap bodoh",Perasaan Takut dan Kecemasan
"Aku sebenarnya punya teman, tapi lebih dekat dengan yang beda jurusan. Aku nggak tahu kenapa, rasanya lebih nyaman ngobrol sama mereka daripada sama teman-teman di kelas sendiri.",Perasaan Percaya; Perasaan Sedih dan Kehilangan
"IyaÂ biasanya kalau aku merasa tertekan atau capek banget, aku mulai kepikiran buat nyakitin diri sendiri. Tapi aku nggak pernah benar-benar melakukannya, karena aku tahu itu salah",Perasaan Percaya; Perasaan Sedih dan Kehilangan; Perasaan Marah dan Frustasi
"IyaÂ jadi misalnya aku lagi di tempat umum, tiba-tiba ada orang yang lihat aku, entah itu sengaja atau nggakÂ aku langsung kepikiran, 'Apa mereka tahu tentang aku? Apa mereka ngeh sama foto itu?'. Terus aku mulai dengar suara di kepala aku bilang kalau aku nggak pantas hidup, kalau semua orang pasti bakal ngejek akuÂ",Perasaan Takut dan Kecemasan
"Kadang aku coba buat nggak dengerin, tapi rasanya susah. Aku jadi panik, jantungku berdetak cepat, tanganku dingin, dan aku cuma mau cepat-cepat pergi. Kadang aku juga cuma bisa diam, nggak bisa bergerak, tapi di dalam kepalaku rasanya berantakan banget",Perasaan Takut dan Kecemasan; Perasaan Marah dan Frustasi
"IyaÂ aku takut kalau videonya viral terus ada yang ngeh sama aku. Aku takut ada yang ngomongin aku lagi, bilang kalau aku mirip sama foto ituÂ aku nggak mau orang-orang tahu masa laluku",Perasaan Takut dan Kecemasan
SudahÂ tapi aku belum berani upload. Aku takut.,Perasaan Takut dan Kecemasan
"Aku juga nggak tahu. Mungkin karena cowok lebih nggak ribet? Mereka nggak banyak basa-basi. TapiÂ aku juga kadang merasa aneh sendiri karena dulu aku trauma, tapi sekarang malah lebih nyaman dengan mereka.",Perasaan Percaya; Rasa Syukur dan Apresiasi; Reaksi Terkejut dan Tidak Terduga; Perasaan Takut dan Kecemasan
"Aku tuh akhir-akhir ini merasa lelah banget, Kak. Aku ikut banyak kegiatan di UKM, dan itu membuat aku susah fokus di kuliah. Aku juga mulai mengalami panic attack, dan kayakÂ aku nggak bisa ngontrol semuanya.",Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan
"Aku ikut UKM karena syarat beasiswa, Kak. Tapi sebenarnya aku juga suka kegiatan-kegiatan itu. Masalahnya, aku terlalu banyak mengambil tanggung jawab. Aku jadi wakil ketua di satu kepanitiaan, terus juga ketua di paduan suara UKMÂ semuanya jadi numpuk, dan aku nggak bisa fokus di kuliah.",Rasa Syukur dan Apresiasi; Perasaan Sedih dan Kehilangan; Perasaan Sebelum Menghadapi Kejadian
"Jujur aja, nilainya turun. Aku nggak bisa fokus pas kuis karena tiba-tiba dikasih tugas mendadak dari UKM. Jadi otakku tuh kayak kebagi-bagi terus.",Perasaan Sedih dan Kehilangan; Reaksi Terkejut dan Tidak Terduga; Perasaan Takut dan Kecemasan
"Rasanya panik, Kak. Aku jadi nggak bisa konsentrasi, dan malah makin stres. Aku kayak nggak bisa nolak juga, karena ada ekspektasi dari senior kalau aku harus bisa handle semuanya.",Perasaan Sedih dan Kehilangan; Reaksi Terkejut dan Tidak Terduga; Perasaan Takut dan Kecemasan; Perasaan Marah dan Frustasi
"Pertama kali pas aku dengar ibu bertengkar sama abangku di kos. Aku langsung ke-trigger karena dulu waktu kecil, rumah sering berantakan gara-gara pertengkaran di keluarga. Aku jadi ngerasa kayak kembali ke masa laluÂ tiba-tiba napas aku jadi berat, terus aku nggak bisa mikir jernih, semuanya ngeblank. Aku pingsan.",Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan
Aku mau cerita soal mantanku duluÂ Aku ngerasa kayakÂ aku nggak bisa lepas dari dia.,Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan
"Dulu, aku sama dia tuh cocok banget, Kak. Aku pikir dia orang yang bisa jadi pasangan serius buat aku. Tapi yaÂ setelah aku tahu dia selingkuh, aku jadi bingung. Aku marah, aku kecewa, tapi aku masih sayang. Aku nggak tahu harus gimanaÂ",Perasaan Benci dan Jijik; Perasaan Sedih dan Kehilangan; Reaksi Terkejut dan Tidak Terduga; Perasaan Marah dan Frustasi
"Aku kayak nggak percaya, Kak. Aku pikir, aku cukup buat dia. Aku pikir kita serius. Tapi nyatanya dia bisa dekat sama cewek lain dengan gampang.",Perasaan Percaya; Reaksi Terkejut dan Tidak Terduga; Perasaan Marah dan Frustasi
"IyaÂ Aku masih sering kepo media sosialnya, kadang aku juga ketemu dia. Kami masih teman, sihÂ Tapi yaÂ aku nggak tahu ini sehat atau nggak buat aku.",Perasaan Percaya; Rasa Syukur dan Apresiasi; Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan
Aku mau cerita soal pacarku duluÂ Aku ngerasa kayakÂ aku itu nggak diprioritaskan sama dia.,Perasaan Sedih dan Kehilangan
"Dulu, awal-awal pacaran aku ngerasa diperhatikan banget. Tapi sekarang, dia jarang ngehubungin aku duluan. Kalau aku nggak chat, ya udah, dia juga nggak bakal ngehubungin. Terus kalau aku minta dijemput, dia mau sih, tapi kayakÂ ada syaratnya gitu. Kalau aku beliin dia bensin atau makanan, baru dia jemput. Kalau aku bilang aku nggak punya uang, dia tiba-tiba punya alasan buat nggak bisa ketemu.",Rasa Syukur dan Apresiasi; Perasaan Sedih dan Kehilangan
"Aku kesel, sih. Aku ngerasa kayak aku nggak sepenting itu buat dia. Tapi aku juga bingungÂ Aku sayang sama dia, Kak, tapi aku juga capek.",Perasaan Percaya; Perasaan Sedih dan Kehilangan; Reaksi Terkejut dan Tidak Terduga; Perasaan Marah dan Frustasi
"Iya, kayak aku yang lebih effort dibanding dia. Aku pikir pacaran tuh harusnya bikin bahagia, tapi kenapa aku malah ngerasa kayak gini?",Perasaan Percaya; Perasaan Sedih dan Kehilangan
"IyaÂ Aku ngerasa mama lebih perhatian ke adikku dibanding ke aku. Waktu aku sakit beberapa bulan lalu, dokter nyaranin aku buat dirawat, tapi mama lebih pilih buat adikku aja yang dirawat di rumah sakit. Aku cuma disuruh istirahat di rumah.",Perasaan Sedih dan Kehilangan; Reaksi Terkejut dan Tidak Terduga; Perasaan Takut dan Kecemasan
"Sedih banget, Kak. KayakÂ aku tuh nggak sepenting itu buat mereka. Aku juga sakit, aku juga butuh dirawat, tapi mereka lebih pilih adikku.",Perasaan Sedih dan Kehilangan
PernahÂ Aku bilang ke mama kalau aku juga butuh perhatian. Tapi dia bilang aku jangan banyak permintaan.,Perasaan Sedih dan Kehilangan
"Iya, KakÂ Makanya aku sering diem aja, aku lebih milih nggak cerita lagi ke mama soal perasaanku.",Perasaan Benci dan Jijik; Perasaan Sedih dan Kehilangan
Aku nggak suka ada di tempat ramai. Rasanya nggak nyaman. Aku lebih suka sendiriÂ,Perasaan Benci dan Jijik; Perasaan Sedih dan Kehilangan
"Dari kecil, kayaknya dari SDÂ Aku nggak suka main keluar, lebih nyaman di rumah aja.",Perasaan Benci dan Jijik; Perasaan Sedih dan Kehilangan
IyaÂ Di media sosial lebih gampang. Aku bisa ngobrol sama teman-temanku tanpa harus bertemu langsung.,Rasa Syukur dan Apresiasi; Perasaan Sebelum Menghadapi Kejadian
Mereka nggak melihat aku secara langsungÂ Jadi aku nggak perlu khawatir kelihatan aneh atau gimana.,Perasaan Takut dan Kecemasan; Perasaan Sebelum Menghadapi Kejadian
"Aku ngerasa kayak nggak ada yang benar-benar suka sama aku. Mereka pikir aku aneh karena aku pendiam, jadi aku lebih milih diem aja.",Perasaan Sedih dan Kehilangan
"Iya, mereka pasti mikir aku sombong. Tapi sebenernya aku cuma nggak tahu harus ngomong apa.",Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan
"IyaÂ Aku memang ingin berbicara soal rasa takut yang sering muncul. Aku tidak tahu kenapa, tapi akhir-akhir ini aku gampang kaget dan cemas setiap saat, bahkan ketika sedang belajar di kamar.",Perasaan Takut dan Kecemasan; Perasaan Sebelum Menghadapi Kejadian
"Misalnya saat aku sedang belajar di kamar, tiba-tiba mendengar suara pintu dapur terbuka, aku langsung kaget dan merasa khawatir. Aku jadi selalu waspada seolah ada sesuatu yang buruk akan terjadi.",Perasaan Benci dan Jijik; Reaksi Terkejut dan Tidak Terduga; Perasaan Takut dan Kecemasan; Perasaan Sebelum Menghadapi Kejadian
"KayakÂ aku takut ketahuan sesuatu. Padahal aku nggak melakukan hal yang salah. Tapi ada rasa seperti dihantui sesuatu, kayak perasaan bersalah yang tidak hilang.",Perasaan Takut dan Kecemasan
"Mungkin sejak kejadian waktu SMA. Waktu itu, keluargaku melakukan ritual komunikasi dengan eyang yang katanya merasuki tubuh tanteku. Tiba-tiba, eyang bilang kalau kakakku sudah melakukan hal yang tidak senonoh dengan pacarnya. Aku benar-benar kagetÂ dan tambah takut karena ibu mendukung pernyataan itu.",Reaksi Terkejut dan Tidak Terduga
"kutÂ Aku takut kalau tiba-tiba aku juga ÂketahuanÂ. Aku tahu aku tidak melakukan hal sejauh kakakku, tapi pacarku dulu memang agak agresif mendekatiku. Aku berusaha menjaga batas, tapi tetap saja, aku takut tiba-tiba disebut melakukan sesuatu yang tidak benar. Aku nggak mau dipermalukan seperti kakakku.",Perasaan Benci dan Jijik; Perasaan Percaya; Perasaan Takut dan Kecemasan; Perasaan Sebelum Menghadapi Kejadian
"Iya, aku takut bangetÂ Setiap hari rasanya seperti ada yang mengawasi dan menilai aku, padahal aku nggak ngapa-ngapain.",Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan
"Aku merasa ibu tidak pernah memahami aku. Misalnya, waktu aku minta dijemput karena capek kuliah, ibu tetap nyuruh aku pulang naik ojek sendiri. Aku tahu ini mungkin sepele, tapi rasanya kayak aku harus selalu mandiri dan nggak boleh mengeluh. Selain itu, pernah juga saat ada diskusi keluarga tentang liburan, aku ingin ke Taman Safari karena belum pernah lihat binatang secara langsung. Tapi ibu bersikeras memilih Dufan dengan alasan Âaku dulu pernah bilang ingin ke DufanÂ. Aku mencoba menjelaskan, tapi malah ibu diam dan mendiamkan aku selama empat hari.",Perasaan Percaya; Perasaan Sedih dan Kehilangan; Perasaan Sebelum Menghadapi Kejadian
"Kesel, sedih, merasa nggak dihargaiÂ Aku sering merasa seperti disalahkan hanya karena aku anak tengah. Aku merasa suara dan keinginanku tidak dianggap penting.",Perasaan Sedih dan Kehilangan; Reaksi Terkejut dan Tidak Terduga; Perasaan Marah dan Frustasi
"Aku merasa sulit berteman, sulit dihargai, dan juga merasa kesulitan dalam belajar sejak awal kuliah. Aku sudah coba beberapa cara untuk mengatasinya, tapi masih ada yang terasa kurang. Aku ingin tahu apakah yang aku lakukan sudah cukup atau masih perlu diperbaiki.",Perasaan Sedih dan Kehilangan; Perasaan Marah dan Frustasi
"Iya, awalnya aku merasa kaget dengan sistem belajar di kuliah. Dulu waktu sekolah, ujian hanya ada UTS dan UAS. Tapi di kuliah, setiap selesai satu blok materi, langsung ada ujian. Aku jadi kewalahan di awal semester karena harus cepat beradaptasi.",Perasaan Sedih dan Kehilangan; Reaksi Terkejut dan Tidak Terduga
"Aku mulai bikin to-do list dan mengatur waktu belajar. Setelah masuk semester kedua, aku sudah mulai terbiasa dan bisa mengikuti materi lebih baik.",Rasa Syukur dan Apresiasi; Perasaan Sebelum Menghadapi Kejadian
"Sejauh ini cukup membantu, tapi aku masih ingin tahu apakah ada cara lain yang bisa lebih efektif.",Rasa Syukur dan Apresiasi; Perasaan Sebelum Menghadapi Kejadian
"Aku merasa sulit menemukan teman yang satu frekuensi denganku. Aku lebih suka berteman dengan orang yang ada manfaatnya buatku. Kalau mereka pintar di bidang yang aku kurang, aku bisa belajar dari mereka. Tapi kalau menurutku mereka hanya menjadi beban, aku tidak terlalu tertarik untuk berteman dengan mereka.",Perasaan Benci dan Jijik; Perasaan Sedih dan Kehilangan; Perasaan Sebelum Menghadapi Kejadian
"Kayaknya aku dianggap kurang asik, kurang bisa diajak ngobrol hal-hal santai seperti soal perasaan atau kehidupan pribadi. Aku juga sulit berempati kalau mereka cerita soal pacar atau masalah pribadi.",Perasaan Benci dan Jijik; Perasaan Sedih dan Kehilangan
"Sejak SMP. Dulu teman-temanku bilang aku nggak asik karena nggak bisa diajak ngobrol soal pacaran atau hal-hal emosional. Dari situ, aku mulai menjauhi mereka dan hanya berteman dengan yang menurutku ÂbergunaÂ buatku.",Perasaan Sedih dan Kehilangan; Perasaan Sebelum Menghadapi Kejadian
"Sejak kecil, aku merasa tidak ada yang spesial dalam diriku. Orang tuaku sering bilang aku tidak cantik. Rambutku mengembang dan keriting, ibuku tidak suka, jadi sejak kecil aku selalu disuruh rebonding. Sampai sekarang, aku merasa tidak nyaman dengan rambutku sendiri.",Perasaan Benci dan Jijik; Perasaan Sedih dan Kehilangan
IyaÂ Aku merasa tidak berharga karena dari kecil aku dianggap ÂkurangÂ oleh keluargaku sendiri.,Perasaan Sedih dan Kehilangan
"Ya, aku memang agak terganggu. Saat orientasi kemarin, ada beberapa momen di mana aku merasa ditegur dengan nada yang keras, dan itu bikin aku langsung tegang. Aku jadi emosional, merasa nggak nyaman, dan seperti tertekan",Perasaan Benci dan Jijik; Perasaan Takut dan Kecemasan
"Seperti ada sesuatu yang langsung menghantam dadakuÂ Aku merasa seperti kembali ke masa-masa dulu, ketika ayah sering menegurku dengan keras. Dulu, kalau aku melakukan sesuatu yang tidak sesuai dengan harapan orang tua, terutama ayah, aku bisa ditegur habis-habisan. Aku tahu maksudnya baik, tapi tetap saja aku merasa sulit.",Perasaan Percaya; Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan
"IyaÂ Dulu aku merasa gagal terus di mata ayah. Ada masa di mana aku melakukan banyak hal yang dia tidak setujui, dan itu membuat hubungan kami memburuk. Aku tahu sebagai anak pertama aku harus jadi contoh, harus bisa memenuhi ekspektasi keluarga. Apalagi ayah praktisi hukum, jadi dia ingin aku serius di bidang ini.",Perasaan Percaya; Perasaan Sedih dan Kehilangan; Perasaan Takut dan Kecemasan; Perasaan Marah dan Frustasi
